gtin,pname,vname,vlocation
193936961344,193936961344_FB2102_Fiery_Howl,193936961344_FB2102_Fiery_Howl.mp4,/media/pi/VIDEOS/videos/
100000204016,100000204016_FB2040_Fully_Loaded_0930,100000204016_FB2040_Fully_Loaded_0930.mp4,/media/pi/VIDEOS/videos/
100000206102,100000206102_FB2061_Sun_Shower,100000206102_FB2061_Sun_Shower.mp4,/media/pi/VIDEOS/videos/
100000207109,100000207109_FB2071_FB2200_12_Shot_Night_Magic,100000207109_FB2071_FB2200_12_Shot_Night_Magic.mp4,/media/pi/VIDEOS/videos/
100000207208,100000207208_FB2072_FB2200_12_Shot_Ace_Combat,100000207208_FB2072_FB2200_12_Shot_Ace_Combat.mp4,/media/pi/VIDEOS/videos/
100000207505,100000207505_FB2075_FB2200_12_Shot_Treasure_Quest,100000207505_FB2075_FB2200_12_Shot_Treasure_Quest.mp4,/media/pi/VIDEOS/videos/
100000207604,100000207604_FB2076_FB2200_12_Shot_Gangsta_Blast,100000207604_FB2076_FB2200_12_Shot_Gangsta_Blast.mp4,/media/pi/VIDEOS/videos/
100000207802,100000207802_FB2078_12_Shot_Ghost_Town,100000207802_FB2078_12_Shot_Ghost_Town.mp4,/media/pi/VIDEOS/videos/
100000208205,100000208205_FB2082_7Shot_Lil_Hottie_DVD,100000208205_FB2082_7Shot_Lil_Hottie_DVD.mp4,/media/pi/VIDEOS/videos/
100000208809,100000208809_FB2088_Wicked_12_shots,100000208809_FB2088_Wicked_12_shots.mp4,/media/pi/VIDEOS/videos/
100000328019,100000328019_FB328_Burst_O_Color,100000328019_FB328_Burst_O_Color.mp4,/media/pi/VIDEOS/videos/
185108241989,185108241989_FB2555_Big_Time,185108241989_FB2555_Big_Time.mp4,/media/pi/VIDEOS/videos/
185108242931,185108242931_FB2559_Heavy_Metal,185108242931_FB2559_Heavy_Metal.mp4,/media/pi/VIDEOS/videos/
185108242948,"185108242948_FB2560_ Slam","185108242948_FB2560_ Slam.mp4",/media/pi/VIDEOS/videos/
185108242955,185108242955_FB2561_Front_Line,185108242955_FB2561_Front_Line.mp4,/media/pi/VIDEOS/videos/
193936958917,193936958917_FB2563A_50S_IronTiger,193936958917_FB2563A_50S_IronTiger.mp4,/media/pi/VIDEOS/videos/
193936959440,193936959440_FB341_Hangover,193936959440_FB341_Hangover.mp4,/media/pi/VIDEOS/videos/
193936959747,193936959747_FB2095_8S_Abomination,193936959747_FB2095_8S_Abomination.mp4,/media/pi/VIDEOS/videos/
200000011802,200000011802_FB0118_Fabulous4,200000011802_FB0118_Fabulous4.mp4,/media/pi/VIDEOS/videos/
200000567019,200000567019_FB5670_Commander_In_Chief,200000567019_FB5670_Commander_In_Chief.mp4,/media/pi/VIDEOS/videos/
285108243324,285108243324_FB0122_Skymaster_Rocket,285108243324_FB0122_Skymaster_Rocket.mp4,/media/pi/VIDEOS/videos/
1939369558900,1939369558900_FunkyMonkey_2014NOV,1939369558900_FunkyMonkey_2014NOV.mp4,/media/pi/VIDEOS/videos/
1939369559761,1939369559761_FB2098_27S_Elite_Force,1939369559761_FB2098_27S_Elite_Force.mp4,/media/pi/VIDEOS/videos/
811451011596,"American Flyers","American Flyers - GPAS0018.mp4",/media/pi/VIDEOS/videos/
811451012098,"Orbitron, The","Orbitron, The - GPC5031.mp4",/media/pi/VIDEOS/videos/
811451010704,"$100 Cake - 160 shot","$100 Cake - GPC5004.mp4",/media/pi/VIDEOS/videos/
811451014320,"4x4 - 16 shot","4x4 - GPC5083.mp4",/media/pi/VIDEOS/videos/
811451013781,"Bayou Blaster - 16 shot","Bayou Blaster.mp4",/media/pi/VIDEOS/videos/
811451013354,"Blinded by the Light - 10 shot","Blinded by the Light - GPC5050.mp4",/media/pi/VIDEOS/videos/
811451013460,"Cat Fight - 16 shot","Cat Fight - GPC5053.mp4",/media/pi/VIDEOS/videos/
811451010469,"Chemical Romance - 61 shot","Chemical Romance - GPC5021.mp4",/media/pi/VIDEOS/videos/
811451014337,"Dukes of Hazmat - 36 shot","Dukes of Hazmat - GPC5084.mp4",/media/pi/VIDEOS/videos/
811451011336,"Element of Surprise - 30 shot","Element of Surprise - GPC5011.mp4",/media/pi/VIDEOS/videos/
811451013484,"Fast and Furious - 25 shot","Fast & Furious - GPC5055.mp4",/media/pi/VIDEOS/videos/
811451010438,"Forbidden Fruit - 16 shot","Forbidden Fruit - GPC5012.mp4",/media/pi/VIDEOS/videos/
512345050010,"Fowl Play - 12 shot","Fowl Play - MLP5001.mp4",/media/pi/VIDEOS/videos/
811451013477,"Green Goblin - 16 shot","Green Goblin - GPC5054.mp4",/media/pi/VIDEOS/videos/
811451012067,"Head Honcho, The - 12 shot","Head Honcho - GPC5036.mp4",/media/pi/VIDEOS/videos/
512345050072,"How the West Was Won - 12 shot","How the West was Won.mp4",/media/pi/VIDEOS/videos/
811451010988,"Klepto, The - 19 shot","Klepto - GPC5009.mp4",/media/pi/VIDEOS/videos/
811451010476,"Monster Brawl - 16 shot","Monster Brawl - GPC5007.mp4",/media/pi/VIDEOS/videos/
811451010483,"Nature of the Beast - 25 shot","Nature of the Beast - GPC5048.mp4",/media/pi/VIDEOS/videos/
811451013699,"Naughty Nurse - 16 shot","Naughty Nurse - GPC5047.mp4",/media/pi/VIDEOS/videos/
811451013866,"One Bad Granny - 16 shot","One Bad Granny - GPC5051.mp4",/media/pi/VIDEOS/videos/
811451012616,"Prankster, The - 16 shot","Prankster - GPC5046.mp4",/media/pi/VIDEOS/videos/
811451010254,"Pyroholics Anonymous - 30 shot","Pyroholics Anonymous - GPC5019.mp4",/media/pi/VIDEOS/videos/
811451013507,"Red Dawn - 16 shot","Red Dawn - GPC5057.mp4",/media/pi/VIDEOS/videos/
811451010261,"Underwater World - 42 shot","Underwater World - GPC5020.mp4",/media/pi/VIDEOS/videos/
811451010698,"V.I.P. (Very Intense Power) - 12 shot","V.I.P. (Very Intense Power) - GPC5003.mp4",/media/pi/VIDEOS/videos/
811451014122,"Wave Runner - 19 shot","Wave Runner - GPC5081.mp4",/media/pi/VIDEOS/videos/
811451010957,"Altitude with Attitude - 20 shot","Altitude with Attitude - GPC2008.mp4",/media/pi/VIDEOS/videos/
811451014184,"American Heroes - 9 shot","American Heros.mp4",/media/pi/VIDEOS/videos/
811451013842,"Barbarian - 16 shot","Barbarian - GPC2051.mp4",/media/pi/VIDEOS/videos/
512345120010,"Cobra Kai - 16 shot","Cobra Kai.mp4",/media/pi/VIDEOS/videos/
811451012173,"Code Breaker, The - 16 shot","Code Breaker - GPC2021.mp4",/media/pi/VIDEOS/videos/
811451011749,"Cosmic Comets","Cosmic Comets.mp4",/media/pi/VIDEOS/videos/
811451012234,"Hissy Fit - 25 shot","Hissy Fit - GPC2022.mp4",/media/pi/VIDEOS/videos/
811451010742,"Jeepers Creepers - 25 shot","Jeepers Creepers - GPC2001.mp4",/media/pi/VIDEOS/videos/
811451013521,"Killer Clown - 16 shot","Killer Clown - GPC2047.mp4",/media/pi/VIDEOS/videos/
811451013538,"Mean Machine - 16 shot","Mean Machine - GPC2048.mp4",/media/pi/VIDEOS/videos/
811451014146,"Midnight Rider - 25  shot","Midnight Rider - GPC2066.mp4",/media/pi/VIDEOS/videos/
512345020037,"On Target - 14 shot","On Target - MLP2003.mp4",/media/pi/VIDEOS/videos/
811451013644,"Prison Break - 12 shot","Prison Break - GPC2042.mp4",/media/pi/VIDEOS/videos/
811451014139,"Rebel Yell - 12 shot","Rebel Yell.mp4",/media/pi/VIDEOS/videos/
811451013859,"Wicked Witch, The - 12 shot","Wicked Witch - GPC2052.mp4",/media/pi/VIDEOS/videos/
811451011350,"Mad Cow, The","Mad Cow - LPF1013.mp4",/media/pi/VIDEOS/videos/
512345080055,"Mind Games","Mind Games.mp4",/media/pi/VIDEOS/videos/
811451010513,"Big Brutus","Big Brutus effects only.mp4",/media/pi/VIDEOS/videos/
811451012319,"Magnum Shell Kit","Magnum Shell Kit - GPAS0023.mp4",/media/pi/VIDEOS/videos/
811451014160,"Manhattan Project, The","Manhattan Project, The - GPAS0036.mp4",/media/pi/VIDEOS/videos/
811451014641,"Rated M for Mature","Rated M for Mature - GPAS0038.mp4",/media/pi/VIDEOS/videos/
811451014313,"Red Hot Chili Pepper - 50 shot","Red Hot Chili Pepper - GPC5082.mp4",/media/pi/VIDEOS/videos/
811451010971,"Walk on the Wild Side, A - 16 shot","Walk on the Wild Side - GPC2005.mp4",/media/pi/VIDEOS/videos/
757201624015,"RA62401 King Dragon","RA62401 King Dragon.mp4",/media/pi/VIDEOS/videos
757201124027,"Mother of all Fireworks by Raccoon Fireworks RA12402","Mother of all Fireworks by Raccoon Fireworks RA12402.mp4",/media/pi/VIDEOS/videos
757201324045,"5 Holy Nishiki by Raccoon Fireworks RA32404","5 Holy Nishiki by Raccoon Fireworks RA32404.mp4",/media/pi/VIDEOS/videos
757201324052,"RWB 5 Canister Shells by Raccoon Fireworks RA32405, 2020 new item","RWB 5 Canister Shells by Raccoon Fireworks RA32405, 2020 new item.mp4",/media/pi/VIDEOS/videos
757201306034,"5 Inch Nishiki Blast 6 shots by Racoon Fireworks RA30603","5 Inch Nishiki Blast 6 shots by Racoon Fireworks RA30603.mp4",/media/pi/VIDEOS/videos
757201124010,"RA12401 Neon Skies by Racoon Fireworks","RA12401 Neon Skies by Racoon Fireworks.mp4",/media/pi/VIDEOS/videos
757201112017,"Sniper Fire by Raccoon Fireworks RA11201","Sniper Fire by Raccoon Fireworks RA11201.mp4",/media/pi/VIDEOS/videos
757201106023,"Hi Tech Warfare by Racoon Fireworks RA10602","Hi Tech Warfare by Racoon Fireworks RA10602.mp4",/media/pi/VIDEOS/videos
757201106016,"Moving Target by Raccoon Fireworks RA10601","Moving Target by Raccoon Fireworks RA10601.mp4",/media/pi/VIDEOS/videos
757201324014,"XL Canister 5-Inch 014 RA32401","XL Canister 5-Inch 014 RA32401.mp4",/media/pi/VIDEOS/videos
757201312011,"XL Canister 5-Inch 015 RA31201","XL Canister 5-Inch 015 RA31201.mp4",/media/pi/VIDEOS/videos
757201306010,"Supernova 5-inch by Raccoon Fireworks RA30601","Supernova 5-inch by Raccoon Fireworks RA30601.mp4",/media/pi/VIDEOS/videos
757201012010,"RA01201 Hammer Time","RA01201 Hammer Time.mp4",/media/pi/VIDEOS/videos
757201612012,"Double Thump Double Break 6 inch Canister By Racoon Fireworks RA61201","Double Thump Double Break 6 inch Canister By Racoon Fireworks RA61201.mp4",/media/pi/VIDEOS/videos
757201024013,"Camo Blast by Raccoon Fireworks RA02401","Camo Blast by Raccoon Fireworks RA02401.mp4",/media/pi/VIDEOS/videos
757201116015,"Arms Depot by Raccoon Fireworks RA11601","Arms Depot by Raccoon Fireworks RA11601.mp4",/media/pi/VIDEOS/videos
757201712019,"Futurama by Raccoon Fireworks RA71201","Futurama by Raccoon Fireworks RA71201.mp4",/media/pi/VIDEOS/videos
757201530392,"Sudden Crisis by Raccoon Fireworks RA53039, 2020 New Item","Sudden Crisis by Raccoon Fireworks RA53039, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530699,"Shine On by Raccoon Fireworks RA53069, 2020 New Item","Shine On by Raccoon Fireworks RA53069, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530712,"Revolution Now by Raccoon Fireworks RA53071, 2020 New Item","Revolution Now by Raccoon Fireworks RA53071, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530729,"Color Rage by Raccoon Fireworks RA53072, 2020 New Item","Color Rage by Raccoon Fireworks RA53072, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530743,"Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment","Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment.mp4",/media/pi/VIDEOS/videos
757201530750,"Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment","Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment.mp4",/media/pi/VIDEOS/videos
757201530767,"Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment","Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment.mp4",/media/pi/VIDEOS/videos
757201530774,"Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment","Magic In The Air by Raccoon Fireworks RA500377, 2020 New Assortment.mp4",/media/pi/VIDEOS/videos
757201530873,"RA53087 Color&Smoke","RA53087 Color&Smoke.mp4",/media/pi/VIDEOS/videos
757201545051,"Voodoo by Raccoon Fireworks RA54505","Voodoo by Raccoon Fireworks RA54505.mp4",/media/pi/VIDEOS/videos
757201545068,"Wicked Ways by Raccoon Fireworks RA54506, 2020 New Item","Wicked Ways by Raccoon Fireworks RA54506, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530859,"RA53085 Gold Rush","RA53085 Gold Rush.mp4",/media/pi/VIDEOS/videos
757201520034,"Neon Celebration by Raccoon Fireworks RA52003, 2020 New Item","Neon Celebration by Raccoon Fireworks RA52003, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201520089,"Supreme Pyro by Raccoon Fireworks RA52008, 2020 New Item","Supreme Pyro by Raccoon Fireworks RA52008, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201520058,"Silent Assassin by Raccoon Fireworks RA52005, 2020 New Item","Silent Assassin by Raccoon Fireworks RA52005, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201520065,"Military Might by Raccoon Fireworks RA52006 , 2020 New Item","Military Might by Raccoon Fireworks RA52006 , 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530781,"Bang Bros by Raccoon Fireworks RA53078, 2020 New Item","Bang Bros by Raccoon Fireworks RA53078, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530798,"Bumpin Trumpin by Raccoon Fireworks RA53079, 2020 New Item","Bumpin Trumpin by Raccoon Fireworks RA53079, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530804,"The Hulk Clap by Raccoon Fireworks RA53080, 2020 New Item","The Hulk Clap by Raccoon Fireworks RA53080, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536370,"Football Maniac by Raccoon Fireworks RA53637, 2020 New Item","Football Maniac by Raccoon Fireworks RA53637, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536400,"RA53640 Weekend Warrior by Raccoon Fireworks, 2020 New Item","RA53640 Weekend Warrior by Raccoon Fireworks, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530828,"Patriotic Waves by Raccoon Fireworks RA53082, 2020 New Item","Patriotic Waves by Raccoon Fireworks RA53082, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536387,"Lightning Strike by Raccoon Fireworks RA53638, 2020 New Item","Lightning Strike by Raccoon Fireworks RA53638, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536363,"Flash Bang by Raccoon Fireworks RA53636, 2020 New Item","Flash Bang by Raccoon Fireworks RA53636, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530811,"Goooooal by Raccoon Fireworks RA53081, 2020 New Item","Goooooal by Raccoon Fireworks RA53081, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201520072,"Outlaw Pyro by Raccoon Fireworks RA52007, 2020 New Item","Outlaw Pyro by Raccoon Fireworks RA52007, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530835,"Redline by Raccoon Fireworks RA53083, 2020 New Item","Redline by Raccoon Fireworks RA53083, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201530170,"CROSSFIRE(Unique Crossette) NEW by Raccoon Fireworks RA53017","CROSSFIRE(Unique Crossette) NEW by Raccoon Fireworks RA53017.mp4",/media/pi/VIDEOS/videos
757201536394,"RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item","RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536417,"RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item","RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536424,"RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item","RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536431,"RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item","RA500378 Shark Attack Assortment by Raccoon Fireworks, 2020 New Item.mp4",/media/pi/VIDEOS/videos
757201536202,"Purely American by Racoon Fireworks RA53620","Purely American by Racoon Fireworks RA53620.mp4",/media/pi/VIDEOS/videos
757201520010,"Pro Pyro Show by Racoon Fireworks RA52001","Pro Pyro Show by Racoon Fireworks RA52001.mp4",/media/pi/VIDEOS/videos
757201530644,"America First - 3134 (Raccoon)","America First - 3134 (Raccoon).mp4",/media/pi/VIDEOS/videos
757201520027,"RA52002 Neon butterfly","RA52002 Neon butterfly.mp4",/media/pi/VIDEOS/videos
757201530651,"Till Death Do We Part by Racoon Fireworks RA53065","Till Death Do We Part by Racoon Fireworks RA53065.mp4",/media/pi/VIDEOS/videos
757201530668,"Freedom Rider by Racoon Fireworks RA53066","Freedom Rider by Racoon Fireworks RA53066.mp4",/media/pi/VIDEOS/videos
757201536295,"The Reaper by Racoon Fireworks RA53629","The Reaper by Racoon Fireworks RA53629.mp4",/media/pi/VIDEOS/videos
757201536301,"Wine OClock by Racoon Fireworks RA53630","Wine OClock by Racoon Fireworks RA53630.mp4",/media/pi/VIDEOS/videos
757201536318,"Willow Explosion - 3133 (Raccoon)","Willow Explosion - 3133 (Raccoon).mp4",/media/pi/VIDEOS/videos
757201536141,"Now You See It… 037 RA53614","Now You See It… 037 RA53614.mp4",/media/pi/VIDEOS/videos
757201530682,"Ammo Box by Racoon Fireworks RA53068","Ammo Box by Racoon Fireworks RA53068.mp4",/media/pi/VIDEOS/videos
757201530637,"Hazmat 027 RA53063","Hazmat 027 RA53063.mp4",/media/pi/VIDEOS/videos
757201530675,"20-Alarm Fire 031 RA53067","20-Alarm Fire 031 RA53067.mp4",/media/pi/VIDEOS/videos
757201530613,"Beach Blowout 024 RA53061","Beach Blowout 024 RA53061.mp4",/media/pi/VIDEOS/videos
757201536288,"D.C Nightmare 032 RA53628","D.C Nightmare 032 RA53628.mp4",/media/pi/VIDEOS/videos
757201545020,"Seal Team 9 Double break 036 RA54502","Seal Team 9 Double break 036 RA54502.mp4",/media/pi/VIDEOS/videos
757201536219,"RA53621 Mega Shark","RA53621 Mega Shark.mp4",/media/pi/VIDEOS/videos
757201544016,"Willow King - 7 Shot - 500 Gram","Willow King - 7 Shot - 500 Gram.mp4",/media/pi/VIDEOS/videos
757201536325,"RA53632 The Day After Roswell","RA53632 The Day After Roswell.mp4",/media/pi/VIDEOS/videos
757201536271,"Backyard Celebration 026 RA53627","Backyard Celebration 026 RA53627.mp4",/media/pi/VIDEOS/videos
757201512084,"RA51208 Conspiracy Theory","RA51208 Conspiracy Theory.mp4",/media/pi/VIDEOS/videos
757201525015,"Professional Grade by Raccoon Fireworks RA52501","Professional Grade by Raccoon Fireworks RA52501.mp4",/media/pi/VIDEOS/videos
757201530514,"Fighting Machine 103 RA53051","Fighting Machine 103 RA53051.mp4",/media/pi/VIDEOS/videos
757201512060,"Sucker Punch - Raccoon Fireworks 182 shots","Sucker Punch - Raccoon Fireworks 182 shots.mp4",/media/pi/VIDEOS/videos
757201530521,"Join Us For BBQ 106 RA53052","Join Us For BBQ 106 RA53052.mp4",/media/pi/VIDEOS/videos
757201512022,"Mischievous 204 shot - 3214 (Raccoon)","Mischievous 204 shot - 3214 (Raccoon).mp4",/media/pi/VIDEOS/videos
757201512039,"Payback by Raccoon Fireworks RA51203","Payback by Raccoon Fireworks RA51203.mp4",/media/pi/VIDEOS/videos
757201512015,"Invincible 198 shot - 3216 (Raccoon)","Invincible 198 shot - 3216 (Raccoon).mp4",/media/pi/VIDEOS/videos
757201538015,"Black Angel 057 RA53801","Black Angel 057 RA53801.mp4",/media/pi/VIDEOS/videos
757201530132,"Full Color 066 RA53013","Full Color 066 RA53013.mp4",/media/pi/VIDEOS/videos
757201530194,"Blue Storms 080 RA53019","Blue Storms 080 RA53019.mp4",/media/pi/VIDEOS/videos
757201530118,"Summer 083 RA53011","Summer 083 RA53011.mp4",/media/pi/VIDEOS/videos
757201536110,"What a Blast - 3127 (Raccoon)","What a Blast - 3127 (Raccoon).mp4",/media/pi/VIDEOS/videos
757201530286,"Firefly Fantasy by Racoon Fireworks RA53028","Firefly Fantasy by Racoon Fireworks RA53028.mp4",/media/pi/VIDEOS/videos
757201530224,"Cordon Bleu 082 RA53022","Cordon Bleu 082 RA53022.mp4",/media/pi/VIDEOS/videos
757201538039,"The Most Glorious - 500 Gram","The Most Glorious - 500 Gram.mp4",/media/pi/VIDEOS/videos
757201538145,"Huge White Strobe 118 RA53814","Huge White Strobe 118 RA53814.mp4",/media/pi/VIDEOS/videos
757201538152,"Huge Gold Strobe - Raccoon Fireworks - Most Wanted Fireworks","Huge Gold Strobe - Raccoon Fireworks - Most Wanted Fireworks.mp4",/media/pi/VIDEOS/videos
757201536028,"Fish Tales 059 RA53602","Fish Tales 059 RA53602.mp4",/media/pi/VIDEOS/videos
757201536011,"Iron Wolf 056 RA53601","Iron Wolf 056 RA53601.mp4",/media/pi/VIDEOS/videos
757201530248,"RA53024 Romantic Pink","RA53024 Romantic Pink.mp4",/media/pi/VIDEOS/videos
757201530279,"Tiger 077 RA53027","Tiger 077 RA53027.mp4",/media/pi/VIDEOS/videos
757201530217,"Stealth Bomber 069 RA53021","Stealth Bomber 069 RA53021.mp4",/media/pi/VIDEOS/videos
757201536073,"Out With A Bang by Raccoon Fireworks RA53607","Out With A Bang by Raccoon Fireworks RA53607.mp4",/media/pi/VIDEOS/videos
757201536059,"RA53605 Earth Shaker","RA53605 Earth Shaker.mp4",/media/pi/VIDEOS/videos
757201530408,"RA53040 Neon Boom","RA53040 Neon Boom.mp4",/media/pi/VIDEOS/videos
757201536127,"Best of Breed by Raccoon Fireworks RA53612","Best of Breed by Raccoon Fireworks RA53612.mp4",/media/pi/VIDEOS/videos
757201572262,"RA57216 Too Hot to Handle","RA57216 Too Hot to Handle.mp4",/media/pi/VIDEOS/videos
757201572170,"Ghost Killer by Raccoon Fireworks RA57217, 2020 new item","Ghost Killer by Raccoon Fireworks RA57217, 2020 new item.mp4",/media/pi/VIDEOS/videos
757201572187,"RA57218 American Anthem","RA57218 American Anthem.mp4",/media/pi/VIDEOS/videos
757201572194,"Ghost Dragon by Raccoon Fireworks RA57219, 2020 NEW ITEM","Ghost Dragon by Raccoon Fireworks RA57219, 2020 NEW ITEM.mp4",/media/pi/VIDEOS/videos
757201572200,"Neon Rings by Raccoon Fireworks RA57220, New 2020 Item","Neon Rings by Raccoon Fireworks RA57220, New 2020 Item.mp4",/media/pi/VIDEOS/videos
757501572016,"Uncle Sam Nishiki - Raccoon Fireworks - Most Wanted Fireworks","Uncle Sam Nishiki - Raccoon Fireworks - Most Wanted Fireworks.mp4",/media/pi/VIDEOS/videos
757201572033,"Battle cry by Raccoon Fireworks RA57203","Battle cry by Raccoon Fireworks RA57203.mp4",/media/pi/VIDEOS/videos
